name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase
Ampara,2009-01-01,27.9,20,25.2,29.2,20,25.6,19.2,70.72,6.1,122.7,1011.1,26.4,20,0.11
Ampara,2009-01-02,28,25.7,27.1,29.7,25.7,28.2,20.3,66.41,7.8,22,1012.5,18.8,20,0.14
Ampara,2009-01-03,28.2,26.1,27.1,29.9,26.1,28.2,20.4,67.02,8.2,25,1012,31.4,20,0.2
Ampara,2009-01-04,28.4,22.6,25.8,31.3,22.6,26.7,21.9,79.79,10.2,87.3,1011.4,51.2,20,0.25
Ampara,2009-01-05,28.8,26.4,27.3,31.7,26.4,29.3,22.3,74.18,11.2,189.5,1010.2,68.7,20,0.31
Ampara,2009-01-06,26.9,22.2,24.2,29.2,22.2,25,22.3,89.17,4.3,15.5,1010.8,74,19.5,0.36
Ampara,2009-01-07,27.7,21.7,25.8,31.5,21.7,28.2,23.2,86.14,6.1,92.7,1011.7,70.3,19.4,0.41
Ampara,2009-01-08,26.9,23.7,25,29.6,23.7,25.8,23,88.83,6.7,182.8,1012.8,83.3,20,0.45
Ampara,2009-01-09,25.1,23.7,24.4,25.1,23.7,24.5,23.5,94.67,7.6,268,1013.2,100,19.2,0.48
Ampara,2009-01-10,27.3,23.4,25.9,30.6,23.4,26.7,22.9,84.18,18.4,38.3,1012.9,64.2,19.6,0.5
Ampara,2009-01-11,27.6,23.7,25.9,30.3,23.7,26.6,22,79.21,9.6,123.5,1013.6,31.1,20,0.5
Ampara,2009-01-12,28.4,25.7,27,31.5,25.7,28.9,22.8,78.03,14.8,153.3,1014.8,45.5,20,0.52
Ampara,2009-01-13,26.9,25.5,26.2,29.7,25.5,27,22.9,81.79,22.3,39.3,1014.3,65,18.8,0.54
Ampara,2009-01-14,28.4,24.4,26.6,31.2,24.4,27.8,22.6,79.41,16,56.3,1014.1,44.6,20,0.58
Ampara,2009-01-15,26.9,21.2,24.9,29.2,21.2,25.7,22.4,85.62,7.7,138.3,1014.4,26.5,20,0.62
Ampara,2009-01-16,27.1,23.1,25.1,29.4,23.1,26.3,22.2,84.29,13,185,1014.6,47.1,20,0.67
Ampara,2009-01-17,27.5,24.4,26.2,30.1,24.4,27.1,21.9,77.39,13,240.7,1013.6,41.8,20,0.72
Ampara,2009-01-18,28.3,23.7,26.4,31,23.7,28.2,21.8,76.21,13,38,1012.1,48.9,20,0.77
Ampara,2009-01-19,28,24,26.3,30.4,24,26.9,21.3,74.1,13.8,106,1011.4,33.9,20,0.82
Ampara,2009-01-20,27.8,24.2,26.3,30,24.2,27.3,21.2,73.96,12.2,109.5,1011.8,45.2,19.6,0.87
Ampara,2009-01-21,28,26.4,27.1,30.2,26.4,28.4,21.1,69.58,14.3,129.3,1012.6,40.2,20,0.91
Ampara,2009-01-22,28.2,22.1,25.7,29.8,22.1,26.2,20.7,75.29,10.9,224.7,1011.6,40.4,20,0.94
Ampara,2009-01-23,28.3,24.3,26.4,30.5,24.3,27.5,21.2,73.24,11.6,134.7,1010.1,39.1,20,0.97
Ampara,2009-01-24,27.8,22.7,25.9,30,22.7,26.4,21.3,76.61,10.9,27.7,1010.1,45.7,20,0.99
Ampara,2009-01-25,25.9,17.4,23,25.9,17.4,23.1,21.8,92.81,16.6,256.7,1010.6,80.5,16.7,1
Ampara,2009-01-27,28.6,26.2,27.4,32.5,26.2,29.9,24.1,82.31,7.7,51.5,1011.4,54.5,19.5,0.01
Ampara,2009-01-28,27.6,23.4,25.9,31.3,23.4,27.1,23.7,87.95,7.8,42,1011,35.1,19.2,0.02
Ampara,2009-01-29,28.6,24.4,26.7,32.1,24.4,28.2,22.4,77.55,9.3,46,1011.8,45.9,19.4,0.05
Ampara,2009-01-30,28.1,22.7,25.9,29.7,22.7,27,20.9,75.51,7.3,22,1011.6,43.2,20,0.08
Ampara,2009-01-31,27.1,27.1,27.1,29,29,29,21.1,69.89,6.4,26,1010,38.4,20,0.12
Ampara,2009-02-01,27,27,27,28.6,28.6,28.6,20.4,67.3,7.4,42,1011.1,34.7,20,0.17
Ampara,2009-02-02,26.9,26.4,26.6,28.6,26.4,27.5,20.9,70.76,8.7,46,1012,37,20,0.22
Ampara,2009-02-03,28.4,21,25.8,29.8,21,27,20,71.5,11.2,110.5,1013,42.2,19.6,0.28
Ampara,2009-02-04,28.8,20.4,25.5,31.2,20.4,26.9,20.2,73.35,6.1,43,1013,35.1,20,0.34
Ampara,2009-02-05,28.5,21.6,24.8,30.2,21.6,25.4,20.4,77.64,7,34.5,1013.6,23.2,20,0.39
Ampara,2009-02-06,28.5,22,26,30.6,22,26.9,20,70.31,11.6,121.5,1012.1,31.1,20,0.43
Ampara,2009-02-07,28.7,21.2,25.9,30.3,21.2,26.7,19.9,70.51,9.6,40.8,1011.7,26,20,0.47
Ampara,2009-02-08,28.4,20.5,25.8,29.8,20.5,26.8,19.2,68.03,7.8,165,1012.7,30.6,20,0.49
Ampara,2009-02-09,27.2,26.7,26.9,28.3,26.7,27.5,20.1,66.74,9.3,50,1012.6,40.4,20,0.5
Ampara,2009-02-10,28.3,21.3,25.8,30.6,21.3,26.9,20.7,73.92,7.7,263.8,1012.1,61.6,20,0.51
Ampara,2009-02-11,28.5,22.5,26.3,31.4,22.5,28.4,21.9,76.91,11.9,117.5,1011.3,43.6,20,0.53
Ampara,2009-02-12,29.3,22.7,26.3,32.7,22.7,27.9,22.2,78.8,10,39,1011.2,51.5,19.4,0.55
Ampara,2009-02-13,28.5,22.2,25.4,28.7,22.2,25.8,18.7,68.12,10.1,20.5,1010.7,25.1,20,0.6
Ampara,2009-02-14,28.7,21.1,25.9,30.1,21.1,26.7,20.6,74.01,8.6,47.3,1010.3,22.6,20,0.64
Ampara,2009-02-15,27.4,20,24.7,29.7,20,25.5,20.7,78.89,7.6,170,1009.6,14.7,20,0.69
Ampara,2009-02-16,27.3,22.9,25.1,28.9,22.9,25.9,20.6,77.29,8.4,20,1009.8,29,20,0.74
Ampara,2009-02-17,27.4,22.2,24.8,29.2,22.2,25.7,20.2,76.29,10.3,20,1009.9,28.3,20,0.78
Ampara,2009-02-18,27.1,21.1,24.1,29.4,21.1,25.3,20.8,82.16,7.6,322,1010.1,28.2,20,0.83
Ampara,2009-02-19,22.8,22.8,22.8,22.8,22.8,22.8,20.6,87.4,3.1,324,1008.2,46.7,20,0.87
Ampara,2009-02-20,28.2,27.4,27.8,32,31.1,31.6,24.1,80.5,6.3,201,1010.8,20.4,20,0.91
Ampara,2009-02-21,29.3,25.5,27.3,33.8,25.5,29.9,24.1,83,7.9,134.3,1010.1,68.4,20,0.95
Ampara,2009-02-22,27.7,27.7,27.7,31.7,31.3,31.5,24.3,81.88,11.2,62.5,1008.6,22.8,20,0.97
Ampara,2009-02-23,28.2,24.7,26.4,32.8,24.7,28.8,23.8,85.48,6.5,60.5,1008.5,43.9,20,0.99
Ampara,2009-02-24,28.8,28.8,28.8,33.2,33.2,33.2,24,75.16,5.8,58,1008,33.1,20,1
Ampara,2009-02-26,29.1,27.2,28.1,33.9,30.4,32.2,24.1,79.13,7.2,91,1009.1,28.8,20,0.01
Ampara,2009-02-28,28.7,28.7,28.7,31.7,31.7,31.7,22.2,68.17,3,25,1008,57.5,20,0.06
Ampara,2009-03-04,28.9,28.9,28.9,31.8,31.8,31.8,21.9,66.21,5.1,58,1007.9,19.6,20,0.26
Ampara,2009-03-05,30.9,22.3,26.6,34.7,22.3,28.5,21.6,76.2,5.1,148,1010.1,17.4,20,0.32
Ampara,2009-03-06,30.6,25.9,28.2,33.7,25.9,29.8,22.5,72.78,5.1,64,1011.2,23,20,0.37
Ampara,2009-03-08,25.9,25.9,25.9,25.9,25.9,25.9,23.5,86.7,2.1,22,1007.7,88.9,20,0.46
Ampara,2009-03-09,28.6,27.1,27.7,32.8,30.5,31.6,24.3,81.51,9.6,210.7,1008.7,67.8,20,0.48
Ampara,2009-03-10,30.8,24.2,27.6,36.6,24.2,31.2,24.3,82.85,4.4,154,1010.4,47.6,19.6,0.5
Ampara,2009-03-11,29.6,24,27.5,35.2,24,31.3,24.3,82.98,13,159,1010.7,48.8,19,0.5
Ampara,2009-03-12,30.5,23.9,27.7,36.6,23.9,31.8,24.5,83.37,7.6,58,1010.2,53,18.9,0.52
Ampara,2009-03-13,30.3,25.4,27.9,37.4,25.4,31.8,24.5,82.23,7.1,128.8,1011.5,63.5,20,0.53
Ampara,2009-03-14,28.6,25.3,27.3,32.9,25.3,30.4,24.1,83.03,5.6,154,1010.8,81.2,19.3,0.56
Ampara,2009-03-15,30.5,23.6,27.7,36.3,23.6,31.7,24.1,81.29,10.5,42,1010.2,46.7,20,0.61
Ampara,2009-03-16,29.9,24.7,27.9,35.5,24.7,31.5,24.1,80.11,6.9,42.7,1009.6,39.1,19,0.65
Ampara,2009-03-17,30.5,25,28.1,35.3,25,31.3,23.5,76.47,7.2,151.7,1009.5,31.8,19.4,0.7
Ampara,2009-03-18,30.9,24,28.4,36.3,24,32.2,23.8,77.31,7.2,97,1009.8,25.4,20,0.74
Ampara,2009-03-19,31.2,24.5,28.3,37.6,24.5,32.4,24.4,79.92,9.5,69.3,1009.6,24.8,19.4,0.79
Ampara,2009-03-20,30.2,25.3,28,35.8,25.3,31.6,24.3,81.13,8.5,152.7,1009.6,18.2,20,0.84
Ampara,2009-03-21,31.5,24.5,28.7,37.7,24.5,33,24.1,77.04,7.6,120,1009.5,33.1,20,0.88
Ampara,2009-03-22,30.8,24.3,28.6,37.2,24.3,32.7,24.2,77.8,7.1,130.7,1009.1,16.3,20,0.92
Ampara,2009-03-23,31,25,28.6,37.1,25,32.6,24,76.74,9.4,68.5,1010.1,38.4,20,0.95
Ampara,2009-03-24,31.7,25.4,28.2,38.2,25.4,31,24.1,79.56,7,183,1011,63.1,19.6,0.98
Ampara,2009-03-25,31.8,24.2,28.1,38.1,24.2,31.7,23.7,77.46,6.9,33,1010.3,54.2,18.6,1
Ampara,2009-03-26,31.5,24.3,27.7,37.7,24.3,30.9,23.7,79.64,9.3,61.5,1009.7,56.4,19.3,1
Ampara,2009-03-28,31.8,24.9,28.8,36.9,24.9,32.4,23.5,74.05,8.5,84.5,1009.9,47.5,20,0.02
Ampara,2009-03-29,31.2,27.7,29.3,36.5,30.8,33.7,23.6,71.66,6,97.5,1009.9,62.4,19.1,0.05
Ampara,2009-03-30,30.2,23.7,27.8,34.7,23.7,31.3,23.4,77.72,5.8,41.5,1008.9,53.6,20,0.09
Ampara,2009-03-31,30.9,24.5,28.5,35.9,24.5,32.1,23.6,75.61,9,76.3,1007.7,19.7,19.6,0.13
Ampara,2009-04-01,31.9,26,29.3,38,26,33.8,24.3,74.84,7.6,49.8,1007.6,40.9,19.4,0.19
Ampara,2009-04-02,31.7,26.8,29.4,37.7,29.1,34.1,23.9,72.53,6.9,62.3,1008.3,63.8,19.4,0.24
Ampara,2009-04-03,30.5,25.9,28.5,36.4,25.9,32.8,24.9,81.41,7.1,115.5,1009,70.9,19.4,0.3
Ampara,2009-04-04,26.9,25.6,26.2,30.3,25.6,27.1,24.8,91.77,4.9,211.7,1009.6,88.2,20,0.36
Ampara,2009-04-05,30.6,24.5,27.5,37.1,24.5,31.2,24.6,84.44,6.2,43,1009.6,68.2,20,0.4
Ampara,2009-04-06,30.6,24,27.8,36.7,24,31.7,24.2,81.02,6,59.5,1008.3,41.5,18.3,0.44
Ampara,2009-04-07,30.1,24.8,27.9,35.5,24.8,31.7,24.4,81.78,9.4,164.8,1007.5,53.8,19.4,0.47
Ampara,2009-04-08,30.6,25.1,27.8,36.5,25.1,31.2,24.3,81.62,7.5,103,1007.4,68.4,19.2,0.49
Ampara,2009-04-09,28.2,24.2,26.5,33.6,24.2,29.5,24.5,88.7,6.9,50,1006.5,73.5,20,0.5
Ampara,2009-04-10,29.1,24.9,26.8,34.4,24.9,29.2,24.5,87.88,5.4,53.7,1006.9,93.6,19.6,0.51
Ampara,2009-04-11,29.2,24.2,26.5,34.9,24.2,29.2,24.3,87.84,5.6,139,1006.2,85,19.4,0.52
Ampara,2009-04-12,29.2,23.6,27.4,35,23.6,31.5,24.7,85.73,8.5,29,1005.6,89.6,19.3,0.54
Ampara,2009-04-13,30.2,25.3,27.1,37.5,25.3,29.6,24.5,85.72,8.3,275.5,1004.8,80.5,19.6,0.57
Ampara,2009-04-14,30.7,24,28.1,35.3,24,31.9,24.2,80.43,4.3,115,1004.8,74.7,20,0.62
Ampara,2009-04-15,31.7,24.3,28.8,37.5,24.3,33.4,24.4,77.75,4.6,138.3,1005.3,64.5,20,0.66
Ampara,2009-04-16,32,24.7,29.1,38.5,24.7,34.4,24.9,79.42,5.5,138,1004.9,62.6,20,0.7
Ampara,2009-04-17,32.1,26.1,29.2,38,26.1,34.6,25.6,82.07,15,267,1005.4,47.1,20,0.75
Ampara,2009-04-18,29.9,25.7,28.1,36.3,25.7,32.2,25.2,85.23,14.8,177,1007.8,64.2,20,0.8
Ampara,2009-04-19,32.3,25.3,28.8,38.8,25.3,33.2,24.7,79.72,11.5,159,1009.8,51.4,19.6,0.84
Ampara,2009-04-20,31.4,26.1,29.1,37.5,26.1,33.7,24.7,77.85,3,234,1008.9,69.4,20,0.89
Ampara,2009-04-21,30.7,25.1,28.6,37.3,25.1,33.5,25,81.67,10.9,226.5,1007.5,25.3,20,0.93
Ampara,2009-04-22,31.1,25.2,28,37.9,25.2,32.1,24.7,82.85,11.4,144.3,1008.6,37.5,20,0.96
Ampara,2009-04-23,32.3,25.2,28,40.3,25.2,31.1,24.6,82.82,3.9,121,1009,61,20,0.99
Ampara,2009-04-24,31,25.7,28.6,38.1,25.7,33.6,25.4,82.89,9.3,157.3,1008.7,49.8,20,1
Ampara,2009-04-26,31.5,25.6,29,38.6,25.6,33.8,25.1,80.16,8.5,185,1009.4,40.5,19.3,0.01
Ampara,2009-04-27,31.9,28.7,30.1,38,34.5,35.7,24.5,72.6,8.2,171,1009,41.5,20,0.04
Ampara,2009-04-28,31.4,25.1,28.7,37.6,25.1,32.5,23.9,76.23,9,130.7,1009.4,37.5,20,0.07
Ampara,2009-04-29,31.4,24.7,28.1,37.9,24.7,31.6,23.8,78.16,10.2,128,1009.9,31,19.6,0.12
Ampara,2009-04-30,32.4,24.4,28.4,36.9,24.4,31.6,23.6,77.21,9.3,225.7,1009.7,59.8,20,0.17
Ampara,2009-05-01,31,25.9,28.8,37.9,25.9,33.8,25.3,82.1,9.1,117.5,1009.3,48.8,20,0.23
Ampara,2009-05-02,31.7,26,29.2,38.7,26,34.3,25.3,79.93,9.2,125,1009.7,19.3,20,0.28
Ampara,2009-05-03,30.5,25.3,28.4,37.1,25.3,33.1,25.2,83.46,7,172.3,1008.8,33.2,20,0.34
Ampara,2009-05-04,32.3,25.4,29.3,39.7,25.4,33.8,24.6,76.35,7.2,242.3,1008,15.9,19.1,0.39
Ampara,2009-05-05,32.7,26.1,29.4,40.2,26.1,34.7,25.3,79.18,9.2,294.3,1009.1,33.9,19.6,0.43
Ampara,2009-05-06,31.4,24.6,28.6,39.4,24.6,33.6,25,81.72,9.3,227.7,1008.9,25.1,19.4,0.46
Ampara,2009-05-07,31.9,25.4,29,40,25.4,34,25.1,80.11,10.4,233.7,1007.4,28.3,19.4,0.49
Ampara,2009-05-08,31.8,26.9,29.1,40.1,30.5,35.1,25.5,81.22,10.3,212,1007.1,35.5,20,0.5
Ampara,2009-05-09,32.4,26,29.6,40.7,26,34.9,25.2,78.37,11.9,333.7,1006.5,44,20,0.5
Ampara,2009-05-10,32.1,24.9,29,38.9,24.9,34.2,25,79.56,9.3,120.7,1005.9,13.6,20,0.51
Ampara,2009-05-11,32.3,24.8,29.4,38.5,24.8,34.7,24.7,76.78,8.5,256,1005.5,11.7,19.3,0.53
Ampara,2009-05-12,32.8,20.2,27.4,40.6,20.2,31.2,24.9,75.96,8.8,154.7,1005.7,24,19.4,0.55
Ampara,2009-05-13,33.3,25.3,29.5,38.4,25.3,34.1,24.6,76.49,6,228,1005,43.2,19.4,0.59
Ampara,2009-05-14,33.3,24.9,29.9,41.2,24.9,35.9,25.1,76.22,9.6,157.3,1004.4,36.9,19.6,0.63
Ampara,2009-05-15,32.7,27.2,30.5,40.4,30.1,37.1,25,73,6.9,131,1005,36.3,20,0.67
Ampara,2009-05-16,32.7,27.4,29.8,39.4,31.8,35.7,25.2,77.59,6.4,138,1006.6,59.6,20,0.71
Ampara,2009-05-17,29.9,25.1,27.4,35.7,25.1,30.6,24.2,83.26,5.4,190,1007.6,75.9,19.3,0.76
Ampara,2009-05-18,31.3,24.3,27.8,38.4,24.3,31.6,24.4,82.19,10.5,164.7,1006.7,61.3,18.6,0.81
Ampara,2009-05-19,31.9,24.7,27.6,39.5,24.7,30.5,24.3,82.84,4.9,146,1006.5,73,19.4,0.86
Ampara,2009-05-20,31.4,25.4,28.1,36.8,25.4,30.8,23,74.46,3.6,306,1005.2,91.7,19,0.91
Ampara,2009-05-21,30,25.7,28.4,34.2,25.7,31.6,23.4,74.78,7.1,218,1005.5,86.9,19.6,0.95
Ampara,2009-05-22,32.2,26.8,28.9,37.5,29.6,33.3,24.1,76.23,6.9,236,1005.2,73.9,20,0.98
Ampara,2009-05-23,31,26.2,28.6,35.1,26.2,30.6,23.3,74.35,4.9,237,1003.2,70,20,1
Ampara,2009-05-24,32.9,25.2,29.1,39.2,25.2,32.9,23.6,73.33,4,248,1002.6,83.7,19.2,1
Ampara,2009-05-25,33.6,30.1,31.6,37.2,36.3,36.8,23.5,63.39,9.8,155,1002.9,75,20,0.01
Ampara,2009-05-26,31.5,27.1,29.3,37.8,29.9,34.5,24.5,75.6,6.2,117.7,1003.7,85.3,20,0.03
Ampara,2009-05-27,32.4,27.1,30.2,38.6,30.5,35.4,24.2,71.28,5.7,174.3,1004,82.2,19.6,0.06
Ampara,2009-05-28,33.5,26.9,30.5,40.9,29.8,36.9,25,73.57,5.1,189,1004.4,69.2,20,0.11
Ampara,2009-05-29,33.5,27.7,30.2,40.4,31.2,36.1,24.7,73.15,8.9,197.3,1005.2,51.3,20,0.16
Ampara,2009-05-30,33.2,26.9,29.7,40.3,30.4,34.8,24.5,74.57,6.1,187.7,1005.3,46.7,20,0.22
Ampara,2009-05-31,31.1,25.7,29,38.4,25.7,33.9,24.7,78.27,9.5,223,1006.2,65.1,19.3,0.27
Ampara,2009-06-01,33,25.7,30.1,40,25.7,35.4,24.7,74.16,6.3,181.3,1006.8,46.6,20,0.32
Ampara,2009-06-02,32.4,25.2,29.4,37.9,25.2,34.3,24.5,75.99,8.3,119.7,1007.5,14.5,20,0.37
Ampara,2009-06-03,33,25.3,29.6,39.2,25.3,35.3,25.1,77.79,4.3,163.3,1007.5,57.1,20,0.41
Ampara,2009-06-04,34.1,25.8,30.2,41.4,25.8,35.7,24.9,74.28,7.7,237.3,1006.3,70.5,19.6,0.45
Ampara,2009-06-05,32,27.1,29.5,38.1,30.7,34.1,23.9,72.56,7.9,246,1006.3,79.2,20,0.48
Ampara,2009-06-06,33.4,26.5,30.1,38.8,26.5,32,20.8,59.33,17.6,222.3,1006.8,56.1,20,0.49
Ampara,2009-06-07,33.3,25.8,30,36.5,25.8,32.1,20.3,56.89,14.7,183.3,1006.7,73.4,20,0.5
Ampara,2009-06-08,35.1,25.8,30.6,38.5,25.8,33.2,21.5,60.09,10.2,270.7,1006.9,42.7,20,0.5
Ampara,2009-06-09,34.6,26.1,30.1,38.4,26.1,33.2,22.4,64.8,6.2,235,1006.9,44,20,0.52
Ampara,2009-06-10,33,25.3,29.8,39.5,25.3,34.1,23.8,71.28,10.4,302.7,1006.9,43.9,20,0.53
Ampara,2009-06-11,32.8,25.1,29.3,39.9,25.1,33.6,24.1,74.66,10.8,196,1007.8,45.1,20,0.56
Ampara,2009-06-12,32.8,26.4,29.5,40.1,26.4,34,24.3,74.21,5.9,241.3,1008.6,41.8,20,0.6
Ampara,2009-06-13,32.6,25.8,28.8,38.3,25.8,32.5,23.9,75.73,7.8,227,1009.3,45.3,20,0.64
Ampara,2009-06-14,32.2,24.7,29.2,38.2,24.7,33.2,23.6,72.93,7.4,171,1008.9,39.5,20,0.68
Ampara,2009-06-15,31.7,24.6,29.2,38,24.6,33.4,23.8,73.62,8,189.7,1007.6,35.9,20,0.73
Ampara,2009-06-16,34.1,27.2,30,39.2,29.8,33.5,22.6,65.57,5.4,239,1007.4,32.4,20,0.78
Ampara,2009-06-17,28.4,25.8,27.1,32.4,25.8,29.1,23.2,79.49,2.4,190,1006.9,39.1,20,0.83
Ampara,2009-06-19,31.9,28.9,30.6,36.7,35.6,36.2,24.3,70.18,7.9,327.5,1007,53.5,20,0.93
Ampara,2009-06-20,31.6,27.2,29.8,37.9,30.4,35.5,24.7,74.53,7.9,123,1007.1,60.4,20,0.97
Ampara,2009-06-21,32.3,24.5,29,39.8,24.5,33.8,24.5,77.35,9.3,152,1007.3,35.5,20,0.99
Ampara,2009-06-22,32.9,24.7,29.7,42.1,24.7,34.6,24.1,72.84,8.4,236,1006.8,49.3,20,1
Ampara,2009-06-24,33.3,25.9,29.8,39.7,25.9,34,23.7,70.61,6.9,237,1005.9,61.2,20,0.02
Ampara,2009-06-25,33,29.2,30.5,39.3,34.1,36.5,24.8,72.63,8.9,201,1005.9,60.6,20,0.05
Ampara,2009-06-26,34.2,26.2,30,38.8,26.2,33.3,23.1,68.13,8.6,141.5,1005.5,55.6,20,0.1
Ampara,2009-06-27,33.5,27.4,29.9,38.8,30,34.5,23.6,69.9,6.7,200.7,1005.7,78.6,20,0.14
Ampara,2009-06-28,32.2,26.1,28.5,37.5,26.1,31.8,23.4,74.42,7.7,83,1005.3,63.3,20,0.2
Ampara,2009-06-29,32.4,24.2,29.2,38.9,24.2,32.8,23,70.44,6.2,129.3,1005.6,49.5,20,0.25
Ampara,2009-06-30,32.4,24.7,28.4,36.8,24.7,31.2,22.8,72.94,6.9,207.3,1007,61.6,19.6,0.31
Ampara,2009-07-01,32.1,24.6,28.9,35.5,24.6,32.2,23,72.03,6,127.3,1007.5,71.5,20,0.35
Ampara,2009-07-02,33.5,25.3,30.3,35.6,25.3,32.1,20.6,57.53,7.4,280.7,1006.4,59.2,19.6,0.4
Ampara,2009-07-03,32.2,23.6,28.6,35.5,23.6,30.9,21.4,66.55,7.4,159,1005.7,80.8,20,0.43
Ampara,2009-07-04,32.8,26.6,29.7,36.7,26.6,32.7,22.3,65.15,7,90,1005.3,59,20,0.46
Ampara,2009-07-05,34.4,25.4,29.9,37,25.4,32.8,21.8,63.3,6.9,188,1005.3,71.4,20,0.48
Ampara,2009-07-06,31.9,25.8,28.8,36.7,25.8,31.9,22.5,68.88,5.6,195,1006,81.4,20,0.5
Ampara,2009-07-07,31.6,25.7,29.3,37.4,25.7,33.8,24.1,74.04,7.8,138.7,1006.4,72.3,20,0.5
Ampara,2009-07-08,31.9,25.4,29,38.2,25.4,33.8,24.2,75.48,7.8,180,1006.7,61.4,20.6,0.51
Ampara,2009-07-09,32.8,25,29.1,36.9,25,32.7,23.2,72.23,6.3,138.7,1007.5,61.8,20,0.52
Ampara,2009-07-10,31.8,25.6,29.1,36.8,25.6,32.7,23.6,73.29,10,245,1007.6,72.2,20,0.54
Ampara,2009-07-11,31.5,25.9,28.8,37.5,25.9,32.4,23.4,73.02,6.9,327,1008.3,51.8,20,0.57
Ampara,2009-07-12,32.9,24,28.9,36.3,24,31.6,21.7,66.05,9.3,149.7,1006.9,42.7,20,0.61
Ampara,2009-07-13,33.7,25,29.6,37.8,25,32.1,21.2,61.4,4.8,201,1005.7,48.6,20,0.66
Ampara,2009-07-14,32.9,25.4,29.7,36.8,25.4,32,21.2,61.01,5.4,242.3,1006,70.4,20,0.71
Ampara,2009-07-15,34.1,25.6,30.3,37.9,25.6,32.7,21.3,59.91,11.8,225.3,1006.6,63,20,0.76
Ampara,2009-07-16,31.6,25.7,29.4,35.8,25.7,31.7,21.6,63.79,6.5,256,1007.1,54.7,20,0.81
Ampara,2009-07-17,32.6,26.4,28.7,35.7,26.4,30.6,21.7,66.71,5.4,98,1006.8,74.6,19.6,0.86
Ampara,2009-07-18,32,25.9,29.7,36.3,25.9,32.7,22.4,65.54,5.8,102,1007.4,51.8,20,0.91
Ampara,2009-07-19,32.2,25.2,29.4,36.2,25.2,32.3,21.7,63.76,14,224.8,1007.9,58.3,20,0.95
Ampara,2009-07-20,32.9,25.6,29.9,37.1,25.6,32.3,21.1,59.76,15.6,153.3,1006.9,75.1,20,0.99
Ampara,2009-07-21,33.6,25.9,29.8,37.8,25.9,33,22.1,63.75,9.4,220,1007.2,53.6,20,1
Ampara,2009-07-23,33.5,24.5,29.4,36.8,24.5,32.7,22.3,67.01,8.5,76,1007.8,40.2,20,0.01
Ampara,2009-07-24,32.8,27,29.6,38.8,29.5,34.5,24.1,72.99,6.6,142,1008.4,54.9,19.6,0.04
Ampara,2009-07-25,32.6,26.3,29.4,38.2,26.3,33.8,24.3,74.79,10.8,162.7,1007.6,58.5,20,0.08
Ampara,2009-07-26,33,25.6,29.9,38.4,25.6,34.1,23.8,71.43,8.5,201,1006.8,44.3,20,0.13
Ampara,2009-07-27,32.8,24.6,29,36.9,24.6,31.9,22.5,69.26,5.4,232,1007.2,59.5,20,0.18
Ampara,2009-07-28,33,24.9,29.6,39.5,24.9,33.6,23.3,69.96,6.2,203.8,1008.1,39.5,20,0.23
Ampara,2009-07-29,31.5,24.5,28.4,36.8,24.5,32,23.4,75.09,9.9,230,1008.7,45.7,20,0.28
Ampara,2009-07-30,31.2,28.9,30.1,37,32.6,34.8,23.5,68.11,11.3,168.5,1009,32.7,20,0.33
Ampara,2009-07-31,32,29.2,30.6,37.8,33.1,35.5,23.5,66.28,13.8,120,1009.4,53.1,20,0.37
Ampara,2009-08-01,32.6,27.6,29.6,36.7,31.1,34.3,23.8,71.9,4.6,250,1008.2,76.6,20,0.41
Ampara,2009-08-02,33.5,26.3,29.5,38.1,26.3,32.6,22.4,66.34,6.5,134,1007.1,59.3,20,0.45
Ampara,2009-08-03,32.8,25.2,29.9,37,25.2,32.7,21.6,61.79,3.6,132,1006.4,68.8,20,0.47
Ampara,2009-08-04,35.8,26.2,30.8,38.7,26.2,33.3,21.2,58.2,9.4,161.3,1007.2,27.3,20,0.49
Ampara,2009-08-05,33.6,25.6,29.5,38,25.6,32.9,22.6,67.32,11.9,77,1007.2,36.2,20,0.5
Ampara,2009-08-06,33.7,25.1,29.1,38.4,25.1,32.7,23.2,71.93,8.8,192,1006.6,58,20,0.5
Ampara,2009-08-07,34,26.5,29.9,37.1,26.5,32.4,22.2,64.8,7.2,229,1007.2,59.4,20,0.52
Ampara,2009-08-08,32.9,26.4,29.6,37.6,26.4,33.1,23.2,69.31,10,241,1006.2,67.4,20,0.53
Ampara,2009-08-09,33.6,24.5,29.2,39.9,24.5,32.9,23,70.24,11.8,222.7,1005.4,44.4,20,0.56
Ampara,2009-08-10,33.7,24.9,29.6,39.3,24.9,33,22.6,67.04,7.5,179.5,1005.2,31.3,20,0.59
Ampara,2009-08-11,31.8,25.5,28.8,38.6,25.5,33.3,24.3,77.29,4.5,190,1006.1,66.8,19.6,0.64
Ampara,2009-08-12,32.3,25.9,28.7,39.3,25.9,32.5,23.9,75.62,6.8,156.7,1006.1,53.2,19.3,0.69
Ampara,2009-08-13,31.3,25.8,28,37.8,25.8,30.9,23.5,77.1,8.2,182.3,1004.3,63.7,19.6,0.74
Ampara,2009-08-14,31.8,25.8,28.9,38.5,25.8,33.3,24.2,76.19,11.7,183.7,1006.3,58.1,19.6,0.79
Ampara,2009-08-15,31.2,25.1,28.1,36.3,25.1,31.5,23.9,78.69,5.5,70.5,1006.7,83.3,19.6,0.85
