name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase
Ampara,2011-10-16,30.5,23.8,27,35.7,23.8,29.2,23.3,80.6,18.4,194,1008.1,50.5,18,0.59
Ampara,2011-10-17,30.5,23.5,27.2,35.4,23.5,29.4,23.3,79.97,11.1,142.4,1008.1,52,18.5,0.63
Ampara,2011-10-18,30.3,24.4,27.4,35.2,24.4,30,23.5,79.57,15.8,177.6,1008.6,57.3,18.7,0.67
Ampara,2011-10-19,29.9,24,27.1,35.2,24,29.4,23.8,82.39,6.6,179,1007.8,61.6,18.4,0.72
Ampara,2011-10-20,30,24.7,26.9,35.5,24.7,29,23.6,82.36,7.6,186,1008.1,64,19,0.77
Ampara,2011-10-21,30.2,24.5,27.8,34.7,24.5,31.2,23.8,79.29,7,133.8,1007.8,55.5,19.5,0.83
Ampara,2011-10-22,30.1,25.5,27.7,34.4,25.5,30.9,24.2,81.68,9.2,154.3,1007.7,67.8,19.7,0.88
Ampara,2011-10-23,29.9,23.8,26.7,35.2,23.8,28.8,23.6,84.19,10.2,176,1008.5,65.4,18.2,0.93
Ampara,2011-10-24,28.8,23.1,26,33.4,23.1,27.7,24,88.81,7.4,102.8,1008,76.9,15.7,0.96
Ampara,2011-10-25,29.8,24.1,26.7,35.7,24.1,28.8,24.2,86.62,9.6,124.4,1007.7,81.5,17.5,0.99
Ampara,2011-10-26,29.4,24.3,27.2,35.1,24.3,30.5,24.1,83.38,7.4,116.8,1008.4,70.6,19,1
Ampara,2011-10-28,29.2,24.1,26.2,34.3,24.1,27.4,24,88.07,13.1,118.1,1008.4,90.4,19.4,0.02
Ampara,2011-10-29,26.7,24.1,25.7,26.7,24.1,25.7,24,90.45,10.4,111,1008.1,86.4,19,0.05
Ampara,2011-10-30,27.6,23.5,25.3,31,23.5,25.7,23.8,91.65,3.8,158.5,1007.6,77.4,17.6,0.09
Ampara,2011-10-31,28,23.2,25.8,32.1,23.2,27.3,23.9,89.54,4.6,138.7,1007.6,91.5,18.2,0.14
Ampara,2011-11-01,28.6,24.2,25.9,33.5,24.2,27.1,23.9,89.16,3.8,244.7,1008.4,84.8,18.3,0.19
Ampara,2011-11-02,29.1,23.5,26.5,33.8,23.5,28.5,23.7,84.84,6.1,194.6,1008.4,84,19,0.24
Ampara,2011-11-03,29.7,25,26.6,35,25,27.7,23.7,84.67,9.1,178.3,1008.7,72.1,19.3,0.29
Ampara,2011-11-04,29.4,24.4,27.1,34.4,24.4,30,24.2,84.56,6.6,116.2,1009.4,61.9,19.5,0.34
Ampara,2011-11-05,29.5,24.7,27.1,35,24.7,30,24.3,85.07,4.8,69.3,1010.4,64.8,19.5,0.38
Ampara,2011-11-06,29.9,24.3,26.8,35.3,24.3,28.8,23.8,84.24,6.4,177.3,1010.5,45.3,18.1,0.42
Ampara,2011-11-07,30,23.6,27.1,34.9,23.6,29.7,23.7,82.39,8,154.8,1010.4,65.5,18.3,0.45
Ampara,2011-11-08,29.8,23.7,27.6,33.9,23.7,29.8,23.2,77.51,8.7,124.1,1010.4,54.4,18.9,0.48
Ampara,2011-11-09,30,23.8,27.4,32.4,23.8,28.6,21.5,71.73,13,75.2,1009.8,58.5,19.2,0.49
Ampara,2011-11-10,29.5,23.3,26.6,31.9,23.3,27.3,20.8,71.69,9.1,153,1009.9,67.8,19.4,0.5
Ampara,2011-11-11,30.7,24.2,27.4,33.2,24.2,29.5,22.2,73.84,9.9,128.8,1009.9,47.8,19.5,0.5
Ampara,2011-11-12,29.8,24.6,27.4,33.4,24.6,29.7,23.3,78.84,6.7,51.5,1010.3,35.3,19.5,0.52
Ampara,2011-11-13,29.6,23.5,27.4,33.8,23.5,29.9,23.1,78.29,6.5,103.3,1010.3,24.4,18.5,0.53
Ampara,2011-11-14,29.9,23.2,27.5,33.6,23.2,29.9,22.6,75.36,9.4,110.6,1010.5,30.3,18.2,0.56
Ampara,2011-11-15,30.3,23.5,27.5,34.5,23.5,30.1,23.2,77.83,10.7,112.3,1010.1,26.7,19,0.6
Ampara,2011-11-16,29.9,23.9,27.4,34.9,23.9,30.5,23.9,81.45,8.2,150.7,1009.5,64.1,18.8,0.65
Ampara,2011-11-17,30.3,25.1,27.8,35.4,25.1,30.7,24,80.38,9.4,90.5,1009.4,56.4,18.7,0.69
Ampara,2011-11-18,29.5,25.1,27.9,34.5,25.1,31.6,24.2,80.72,7.6,82.7,1009.6,45.3,19.5,0.75
Ampara,2011-11-19,29.3,24.8,26.9,34.5,24.8,29.1,24.3,86,12.2,155.9,1009.2,68.1,18.2,0.8
Ampara,2011-11-20,28.7,24,26.7,34.5,24,29,24.4,87.64,9.6,149.5,1009.9,71.9,18,0.86
Ampara,2011-11-21,27.4,24,25.4,31.3,24,26,24,91.7,9.4,235.7,1010.1,86.6,16.7,0.91
Ampara,2011-11-22,27.9,23.9,25.9,31.2,23.9,26.8,23.6,87.15,13.8,113.9,1009.1,93.3,18.1,0.95
Ampara,2011-11-23,27.7,23.9,25.5,32,23.9,26.1,24.3,93.21,9.3,249.9,1007.9,98.5,16.9,0.98
Ampara,2011-11-24,27.2,24.7,25.6,31,24.7,26.5,24.4,92.9,6.4,82,1006.6,96,18.3,1
Ampara,2011-11-26,27.7,24,26,31.1,24,27.2,23.9,88.51,9.4,166.8,1007.1,79.3,19.5,0.01
Ampara,2011-11-27,28.6,23.6,25.7,32.9,23.6,26.7,23.7,89.06,3.6,200,1008.8,84.4,16.8,0.03
Ampara,2011-11-28,28.6,23.5,26.4,32.5,23.5,28.4,23.7,85.74,9.4,223.5,1008.5,69.3,18.5,0.07
Ampara,2011-11-29,29.3,24.3,27.2,34.1,24.3,29.9,24.6,86,8,144.8,1008.3,74.9,18.5,0.11
Ampara,2011-11-30,27.4,24.4,26.5,31.4,24.4,28.4,24.6,89.58,4.2,174.3,1008.8,82.7,18.5,0.16
Ampara,2011-12-01,29,23.6,26.9,33.5,23.6,29.2,24,84.97,5.4,86.4,1009.3,74.2,19.4,0.21
Ampara,2011-12-02,29.1,25.8,27.1,33.6,25.8,28.9,24.2,84.3,6.4,155.4,1009.2,83.2,19.3,0.26
Ampara,2011-12-03,29.2,24.8,27.1,32.6,24.8,28.5,22.5,76.89,4.8,127.8,1008.2,55,19.5,0.3
Ampara,2011-12-04,28.7,23.6,26.6,32.1,23.6,28,22.3,77.64,6.9,133.3,1009,50.2,18.4,0.35
Ampara,2011-12-05,28.9,23.2,26.8,32.3,23.2,28.5,23,79.86,10.1,95.1,1009.4,39.8,18.6,0.39
Ampara,2011-12-06,29.5,24,27.3,33.6,24,29.9,23.5,80.25,16.6,117.7,1009.1,57,19,0.43
Ampara,2011-12-07,29,25,27.3,32,25,29.1,22.2,74.11,14.8,104.1,1008.9,46.1,18.5,0.46
Ampara,2011-12-08,28.9,23.2,26.5,33,23.2,28.2,23.2,82.56,10.1,138.2,1009.1,41.9,18.5,0.48
Ampara,2011-12-09,28.9,24.8,26.6,33.6,24.8,28.6,24.1,86.18,12.8,135,1009.1,71.1,18.6,0.49
Ampara,2011-12-10,29,24.3,26.7,33.6,24.3,28.7,23.9,84.95,8.8,131.7,1009.3,50.7,19.3,0.5
Ampara,2011-12-11,28.9,24.1,26.6,33.9,24.1,28.1,24.3,87.79,8.7,164,1009.3,85.4,18.1,0.51
Ampara,2011-12-12,28.7,23.8,26.5,33.7,23.8,27.7,24.4,88.76,10.7,100.8,1009.2,89.2,18.3,0.52
Ampara,2011-12-13,25.7,24.1,25,25.7,24.1,25,23.9,93.3,2.4,140,1010,96.1,18.3,0.54
Ampara,2011-12-14,28.2,23.7,26,31.3,23.7,26.7,23.1,84.29,14.8,116.4,1010.1,84.4,18.3,0.58
Ampara,2011-12-15,28.2,24.5,25.9,31.9,24.5,26.7,22.8,83.28,16.6,83.9,1010.3,95.3,17.5,0.62
Ampara,2011-12-16,27.9,25.2,26.7,31.1,25.2,28.5,22.7,78.66,16.6,32.9,1010.1,85.9,18.7,0.67
Ampara,2011-12-17,28.1,24.5,26.3,31.7,24.5,28,23.4,84.04,35.6,72,1009.9,72.8,17.6,0.72
Ampara,2011-12-18,27.1,24.8,26,30.6,24.8,27.2,23.8,87.52,22.3,52,1009.8,86.5,16.2,0.78
Ampara,2011-12-19,26.4,23.5,24.9,26.4,23.5,24.9,23.6,92.64,13,105.3,1009.6,91.6,15.9,0.84
Ampara,2011-12-20,26,23.7,24.9,26,23.7,24.9,23.6,92.98,14.8,135.5,1009.2,99.4,16.8,0.89
Ampara,2011-12-21,27.4,25.2,26.4,30,25.2,27.7,22.9,81.19,22.3,74.4,1008.6,90.4,17.9,0.94
Ampara,2011-12-22,27.2,24.6,25.6,29.2,24.6,25.9,22.8,84.65,14.8,30,1009,94.6,18.3,0.97
Ampara,2011-12-23,24.4,22.4,23.5,24.4,22.4,23.5,23,96.98,5.4,252.6,1008.8,100,11.5,0.99
Ampara,2011-12-24,27,23.5,25.4,29.8,23.5,26.1,23.2,88.23,14.8,296.3,1008,86.4,16.6,1
Ampara,2011-12-26,28.1,22.2,25.2,30.5,22.2,26.1,21.5,80.38,11.5,267.4,1008.8,67.9,17.7,0.02
Ampara,2011-12-27,28.1,22.1,25.1,30,22.1,25.6,20.3,75.73,6.1,296.4,1009.3,68.2,18.4,0.05
Ampara,2011-12-28,27.8,18.7,23.9,28.9,18.7,24.2,18.6,73.37,5.6,176.3,1008.9,72.5,18.5,0.08
Ampara,2011-12-29,29.5,20.6,25.8,32.9,20.6,26.8,21.6,78.76,9.4,188.2,1008.3,72.6,18.5,0.12
Ampara,2011-12-30,29.2,24.4,26.6,32.9,24.4,28.2,22.6,79.4,8.8,157,1009.5,37.8,19,0.17
Ampara,2011-12-31,29.3,24.2,26.6,32.3,24.2,27.6,22.3,78.05,8.8,106.7,1011.2,20.1,19.1,0.21
Ampara,2012-01-01,28.4,20,24.7,30.1,20,25.4,20.8,80.26,7.2,118.2,1010.8,1.1,19,0.26
Ampara,2012-01-02,28.6,19.6,25.4,31.5,19.6,26.5,21.5,79.65,9.6,57.4,1011,21.8,19,0.31
Ampara,2012-01-03,29.1,22.3,26.5,32.9,22.3,28.6,23.4,83.68,12.7,218,1010.3,28.1,19.4,0.35
Ampara,2012-01-04,28.5,23.4,26.7,33.3,23.4,28.9,24.5,88.26,11.2,133.6,1010.5,47.5,18.4,0.39
Ampara,2012-01-05,28.2,25.8,27.1,32.9,25.8,29.7,24.8,87.55,16.6,48.3,1011.9,57.3,18.1,0.43
Ampara,2012-01-06,28.1,23.6,25.8,32.1,23.6,26.7,23.8,89.04,12.6,195.5,1013.1,77.3,15.2,0.46
Ampara,2012-01-07,28.4,23.3,26.1,32.5,23.3,28,23.7,86.91,6.4,133.3,1013.5,69.5,19.4,0.48
Ampara,2012-01-08,28.6,23.7,26.8,33.2,23.7,28.8,23.9,84.61,11.2,69.2,1013.2,53.5,18.8,0.5
Ampara,2012-01-09,28.7,23.1,26.4,33.4,23.1,28.3,23.8,86.02,18.4,82.8,1012.1,57.2,18.8,0.5
Ampara,2012-01-10,28.7,24.4,26.6,32,24.4,28.3,22.7,79.64,18.4,84,1011.9,22.5,19.2,0.51
Ampara,2012-01-11,28.5,23.6,26.5,31.5,23.6,27.9,22.9,81.32,10.1,36,1012,47.9,19.1,0.53
Ampara,2012-01-12,28.5,23,26.3,31.6,23,27.4,22.6,80.44,12.1,105.6,1011.8,39.5,19.2,0.56
Ampara,2012-01-13,28.4,23.7,26.2,30.8,23.7,27.1,21.8,77.21,15.9,64.9,1011.9,34.5,19.3,0.6
Ampara,2012-01-14,27.1,24.5,26,28.8,24.5,26.2,21.1,74.5,19.3,101.8,1011.2,46.7,19,0.65
Ampara,2012-01-15,27.7,22.3,25.5,29.4,22.3,25.9,19,67.36,25.9,217.9,1010.4,34.1,18.5,0.7
Ampara,2012-01-16,27.8,20.5,24.8,29.2,20.5,25.2,19.7,74.1,15.5,247.4,1009.8,39,18.4,0.76
Ampara,2012-01-17,27.6,21.1,25.3,29.6,21.1,25.8,20.6,75.62,12.6,187,1009.1,44.8,18.8,0.82
Ampara,2012-01-18,28.1,21.1,25.3,30.5,21.1,25.9,21.4,79.78,14.8,150.1,1009.1,27.7,18.6,0.87
Ampara,2012-01-19,28,22.9,25.9,30.6,22.9,26.6,21.7,77.77,11.1,87.9,1009.3,37.4,18.6,0.92
Ampara,2012-01-20,28.2,23.7,26.4,30.9,23.7,27.6,22.1,77.64,8.5,119.1,1010.1,51.2,19.1,0.96
Ampara,2012-01-21,28.1,23.7,26.1,30.7,23.7,27.2,21.8,77.87,13.4,115.1,1010.2,47.7,19.1,0.99
Ampara,2012-01-22,28.4,22.2,25.9,31.6,22.2,26.9,21.9,79.24,17.9,93.8,1011.4,72.7,18.2,1
Ampara,2012-01-24,27.8,21.3,25.2,29.6,21.3,25.6,20.6,76.22,11.8,200.4,1011.2,51.9,19,0.01
Ampara,2012-01-25,28,22.5,25.8,29.9,22.5,26.3,20.8,74.66,16.3,199,1010.8,47.4,19.1,0.03
Ampara,2012-01-26,28.4,22.5,26.1,31.2,22.5,27.1,22,78.88,24.6,122.6,1010.8,39,19.2,0.05
Ampara,2012-01-27,28.5,22.9,26.3,31.8,22.9,28.3,22.7,80.97,14.1,87.1,1010.4,45.2,19.8,0.09
Ampara,2012-01-28,28.5,25.3,26.9,31.9,25.3,28.6,22.6,77.6,14.9,41.5,1010.2,49.3,19.6,0.13
Ampara,2012-01-29,28.3,24.4,26.5,30.7,24.4,27.6,21.5,74.26,17.5,87.6,1010.4,58,19,0.17
Ampara,2012-01-30,28.5,21.3,25.7,30.8,21.3,27,21.8,79.62,13.2,50.8,1010.9,48.6,18.7,0.22
Ampara,2012-01-31,28.3,22.8,26.2,30.9,22.8,27.3,21.5,75.79,18.4,108.8,1011.7,58.1,19,0.27
Ampara,2012-02-01,28.4,23.6,26.2,30.8,23.6,27.2,21.4,75.11,18.7,159.4,1011.2,59.8,19,0.31
Ampara,2012-02-02,29.2,22.7,26.3,32.5,22.7,27.5,22.7,80.98,11.2,64.5,1011.7,58.3,19.2,0.36
Ampara,2012-02-03,28.8,26,27.5,33.2,26,30.7,24,81.62,21.3,30.8,1011.2,72.6,19.7,0.4
Ampara,2012-02-04,28.5,26.2,27.2,32.5,26.2,29.4,24,83,18.4,80.6,1011.3,80.9,18.9,0.44
Ampara,2012-02-05,28,23.2,25.8,32.5,23.2,26.7,23.7,88.8,15.4,126.6,1011.3,85.1,17.7,0.47
Ampara,2012-02-06,27.4,22.8,25.1,31.5,22.8,26.1,23.4,90.12,14.8,183.1,1011,92.9,17.3,0.49
Ampara,2012-02-07,27.4,24.9,26,31.1,24.9,27.3,24.1,89.67,22.3,110,1010,89.6,17.8,0.5
Ampara,2012-02-08,25.9,24.5,25.2,25.9,24.5,25.2,23.8,91.97,11.2,61.7,1009.8,91.3,18.2,0.5
Ampara,2012-02-09,28.9,23,26.1,33.9,23,27.5,24,88.91,7.8,137.3,1009.8,62.5,19.1,0.52
Ampara,2012-02-10,29.1,25.7,27.1,33.7,25.7,29.1,24.2,84.61,9.1,63.5,1010.3,56,19.1,0.54
Ampara,2012-02-11,28.8,23.8,26.7,31.9,23.8,28.5,23,80.74,10.4,117.7,1010.6,32.2,19.7,0.59
Ampara,2012-02-12,28.9,21.7,26.4,33,21.7,28.2,22.8,81.06,13.4,108.1,1010.9,30.1,18.9,0.63
Ampara,2012-02-13,29.2,24.5,27.2,33.2,24.5,29.5,23.2,78.92,13.2,47.3,1011.3,48.5,18.8,0.69
Ampara,2012-02-14,27.7,24.9,25.7,31.5,24.9,26.2,24,90.47,13,82,1011.1,89.5,18,0.74
Ampara,2012-02-15,28.1,22.5,25.6,31.4,22.5,27.2,23.2,87.07,5.4,203.4,1010.7,80.4,18.4,0.8
Ampara,2012-02-16,27.8,24,26.3,31.7,24,27.7,24,87.35,9.3,95.5,1009.2,67.8,19,0.85
Ampara,2012-02-17,28.7,24.5,26.7,32.6,24.5,28.9,23.9,85.03,16.6,73.4,1009.6,63,19,0.9
Ampara,2012-02-18,28.3,25.4,26.8,31,25.4,28.1,22.2,76.18,13,77.8,1010.5,48.4,19.1,0.94
Ampara,2012-02-19,28.9,21.9,26,31.9,21.9,27.4,22.1,79.83,10.1,218.8,1010.7,49.4,18.2,0.97
Ampara,2012-02-20,29,23.7,26.6,32.3,23.7,27.7,22.2,77.56,12.1,84.4,1009.9,39.4,18.1,0.99
Ampara,2012-02-21,29.3,22.2,26.2,32.3,22.2,27.4,21.8,77.67,11.9,90.4,1008.9,43.7,18.6,1
Ampara,2012-02-23,28.6,22,25.9,30.8,22,26.9,21,74.99,10.1,192.8,1008.9,51.6,19.2,0.01
Ampara,2012-02-24,28.8,23.1,26.1,31.3,23.1,27.2,21.7,77.91,7,90.9,1008.4,63.4,19.5,0.03
Ampara,2012-02-25,29.1,23.7,26.8,32.1,23.7,28.5,22.2,76.69,16.6,194.9,1007.1,52.9,19.7,0.06
Ampara,2012-02-26,29.6,23,27.2,33.8,23,29.4,22.6,76.28,13,101,1006.6,49,18.7,0.09
Ampara,2012-02-27,29.9,24.1,27.6,35.3,24.1,31.3,24.1,81.14,13.8,103.5,1007.5,49.5,18.7,0.13
Ampara,2012-02-28,29,24,26.7,34.4,24,28.5,24.5,87.84,12.4,163,1007.5,67.4,18.8,0.18
Ampara,2012-02-29,29.6,24.1,27.2,34.6,24.1,29.8,23.9,82.96,12.6,134.9,1007.3,69.3,18.9,0.22
Ampara,2012-03-01,30.6,25.2,28.1,35.1,25.2,31.7,24,79.07,5.4,115.7,1007.9,28.8,19.3,0.27
Ampara,2012-03-02,30.3,24.8,27.8,35.8,24.8,31.1,24.4,82.26,12.5,107.6,1007.9,30.1,19.8,0.32
Ampara,2012-03-03,30.8,24.9,27.8,35.6,24.9,30.4,23.8,79.73,8.8,89.8,1008,33.3,19.5,0.37
Ampara,2012-03-04,30.5,22.4,27.3,36.1,22.4,29.9,23.4,79.79,9.4,162.7,1008.3,48.9,18.6,0.41
Ampara,2012-03-05,30.6,23.7,27.4,34,23.7,28.9,22.6,76.05,13.3,95.3,1008.9,48,18.2,0.45
Ampara,2012-03-06,29.8,22.9,27.1,33.9,22.9,29.3,22.7,77.35,14.7,107.1,1008.2,45.4,18.9,0.48
Ampara,2012-03-07,29.9,23.5,26.9,34,23.5,28.6,22.9,79.96,11.3,127.9,1007.1,48.9,18.6,0.49
Ampara,2012-03-08,30.1,22.7,27.1,33.4,22.7,28.6,22.7,78.07,9.1,123,1006.8,44.1,18.7,0.5
Ampara,2012-03-09,30.5,24.2,27.9,34.9,24.2,30.8,23.4,77.39,8,106,1006.5,52.2,19.7,0.51
Ampara,2012-03-10,30.8,25,27.9,35.2,25,30.7,23.4,77.1,8.5,46.3,1006.7,52.2,19.7,0.53
Ampara,2012-03-11,29.3,22.4,26,31.3,22.4,26.5,21.6,77.54,5.4,91.6,1008.1,60.6,18.7,0.57
Ampara,2012-03-12,29.8,23.3,27,34.3,23.3,29.4,23.2,80,10.4,89.8,1009.8,60.5,18.7,0.62
Ampara,2012-03-13,30.2,24.9,28,33.6,24.9,30.7,22.4,71.87,9.4,111.4,1010.6,35.3,18.9,0.67
Ampara,2012-03-14,30.6,23.8,27.8,36,23.8,31.1,23.7,79.01,11.2,90.3,1010.9,54.2,19.2,0.72
Ampara,2012-03-15,29.4,25.8,28.1,34.6,25.8,32,24.3,80.12,14.8,129.8,1011.2,61,18.9,0.78
Ampara,2012-03-16,29.5,25.4,27.9,34.4,25.4,31.4,24.5,82,10.3,97.1,1011.1,70.1,19.5,0.83
Ampara,2012-03-17,30.2,25.6,28.3,35.5,25.6,32.3,24.3,79.08,5.6,113.5,1010.8,46.8,19.5,0.88
Ampara,2012-03-18,30.6,23,27.3,35,23,29.3,23.3,79.71,11.1,119.2,1011,22,18.9,0.92
Ampara,2012-03-19,30.8,22.3,27,35.2,22.3,28.7,22.7,78.4,8,74.3,1011.2,16.5,19.1,0.96
Ampara,2012-03-20,31,23.4,27.5,34.4,23.4,29,22.3,74.45,8.8,100,1010.7,9.5,19.2,0.98
Ampara,2012-03-21,31.3,22.3,27.6,34.7,22.3,29.6,22,72.45,8.7,140.9,1010,19.5,18.9,1
Ampara,2012-03-22,30.6,25.4,28.1,34.8,25.4,30.6,22.3,71.3,11.4,103.3,1010.3,22.6,18.6,1
Ampara,2012-03-24,30.6,23.3,26.7,33.2,23.3,27.7,20.8,71.55,13.4,79,1010.8,10.3,18.7,0.02
Ampara,2012-03-25,30.3,21.3,26.8,32.9,21.3,28.2,20.8,70.78,7.3,74.7,1010.8,25.6,18.5,0.04
Ampara,2012-03-26,30.5,22.7,27.3,34.1,22.7,29.1,21.9,72.97,11.2,153.5,1011.1,50.3,18.5,0.07
Ampara,2012-03-27,31,23.3,27.9,35.2,23.3,30.7,22.6,73.23,5.8,148.7,1011.5,15.7,19.1,0.1
Ampara,2012-03-28,31.4,24.4,28.4,36.7,24.4,32.2,23.7,76.56,13.5,116.5,1012.5,53.8,18.9,0.14
Ampara,2012-03-29,30.6,24.1,27.5,36.1,24.1,30.8,24,81.59,6.7,134.8,1012.2,63.7,18.9,0.19
Ampara,2012-03-30,30.3,25.7,28.2,35.6,25.7,32.1,24.4,80.27,12,163,1010.9,83.3,19.3,0.23
Ampara,2012-03-31,31.3,25.8,28.7,37.6,25.8,32.8,24.4,77.95,7.3,125,1010.7,51.8,19.5,0.28
Ampara,2012-04-01,31,24.2,28.3,36.9,24.2,32.3,24,77.75,9.4,79,1010.3,42.1,18.8,0.33
Ampara,2012-04-02,30.6,24.2,28.1,35.7,24.2,31.6,23.7,77.42,15.1,134.2,1011.7,40.1,19,0.38
Ampara,2012-04-03,30.6,23.7,27.5,35.5,23.7,30.3,23.3,78.54,9.1,143.2,1012.6,58.7,19.3,0.43
Ampara,2012-04-04,31.3,24,27.3,36.5,24,29.7,23,77.9,8.7,177.8,1012.4,58.8,18.5,0.46
Ampara,2012-04-05,31.3,23.4,28.1,37.8,23.4,31.8,23.8,77.92,7.6,124.1,1010.3,31.8,19.2,0.49
Ampara,2012-04-06,30.7,25.9,28.2,36.9,25.9,32.2,24.3,80.1,17.5,157.4,1009.5,39.8,19.2,0.5
Ampara,2012-04-07,31.4,25.2,28.6,37.8,25.2,32.9,24.6,79.48,10.7,136.2,1008.8,36.3,19.6,0.51
Ampara,2012-04-08,32,24.8,28.5,38.2,24.8,32.7,24.4,79.21,7.7,144.3,1008.8,50.7,18.8,0.53
Ampara,2012-04-09,31.7,24,28.3,38.2,24,32.3,24,78.32,11.8,144,1009.6,56.9,18.6,0.55
Ampara,2012-04-10,31.4,24.4,28,36.9,24.4,31,23.8,78.7,11.8,138.3,1010,80.7,18.9,0.6
Ampara,2012-04-11,31.3,24,28.1,37.1,24,31.7,23.9,78.2,9.9,113.8,1008.8,64.8,18.4,0.65
Ampara,2012-04-12,31.4,25.4,28.3,36.8,25.4,31.8,24.2,79.16,7.2,141.7,1008.3,77.6,18.2,0.7
Ampara,2012-04-13,31.3,25.4,29,36.3,25.4,33.2,24.1,75.91,9.1,141.2,1008.1,51.7,19.1,0.76
Ampara,2012-04-14,30.7,26.1,28.2,36.7,26.1,32,24.2,79.09,12.9,131.2,1008.8,74.6,19.2,0.81
Ampara,2012-04-15,30.2,24.6,27.2,35.8,24.6,29.9,24.2,83.98,7.7,153.8,1009.1,88.8,18.4,0.86
Ampara,2012-04-16,30.6,23.8,27.5,36.4,23.8,30.7,24,81.73,7.2,145,1008.6,79,17.9,0.9
Ampara,2012-04-17,31.5,24.5,28,38,24.5,31.4,23.7,77.85,8,208.3,1007.3,75.8,18.5,0.94
Ampara,2012-04-18,32,24.8,28.9,39.1,24.8,33.7,24.5,77.48,8.7,137,1006.8,66.1,19.1,0.97
Ampara,2012-04-19,31,24.9,28,37.4,24.9,31.5,24,79.67,7.2,135.8,1007.3,81.9,18.7,0.99
Ampara,2012-04-20,29.8,25.1,27.4,33.2,25.1,29.8,23.2,78.47,7.6,248.6,1009,93.9,18.9,1
Ampara,2012-04-22,31.6,24.8,27.4,37.7,24.8,30,24.2,82.96,14.7,104.8,1005.8,73.2,18.4,0.01
Ampara,2012-04-23,31.1,24.4,27.7,37.5,24.4,31.2,24.2,81.4,11.4,206.6,1005.7,73.7,18.7,0.02
Ampara,2012-04-24,31.5,24.6,28.1,39.1,24.6,32.2,24.8,82.48,9.5,202.4,1006.3,55.5,19.4,0.04
Ampara,2012-04-25,32.1,25,28.7,38.5,25,33.3,25.1,81.73,12.8,193.6,1006.9,37.7,19.4,0.07
Ampara,2012-04-26,31,24.7,28.3,37.6,24.7,33,24.9,82.12,9.5,127,1007.5,48.9,19.3,0.11
Ampara,2012-04-27,32.2,25.7,29.2,39.4,25.7,34.3,25.2,80.04,12.6,185.4,1008,44,19.8,0.16
Ampara,2012-04-28,32.5,26,29.6,39,26,35.1,24.9,76.87,7.6,165.5,1007.4,60,19.6,0.2
Ampara,2012-04-29,32.8,25.4,29.4,39.1,25.4,34.5,24.7,76.47,11.7,231.6,1006.6,72.9,19,0.25
Ampara,2012-04-30,32.9,25.1,29,39.4,25.1,33.8,24.5,77.3,20.5,152.9,1006.3,53.8,18,0.31
Ampara,2012-05-01,33.9,25.4,29.7,38.7,25.4,34.4,24.3,74.46,6.2,202.9,1007.1,35.5,18.6,0.36
Ampara,2012-05-02,32.5,24.2,29.1,37.5,24.2,33,23.4,72.49,16.9,203.4,1008,16.4,19.4,0.41
Ampara,2012-05-03,33.1,24,29.2,37.2,24,32.4,22.7,69.5,11.5,180.2,1007.1,10.9,19.3,0.45
Ampara,2012-05-04,32.9,25.5,29.6,36.3,25.5,32.9,22.5,67.29,8.3,197.3,1006.4,10.1,19.7,0.48
Ampara,2012-05-05,33.1,25.3,29.7,37.6,25.3,33.5,23.3,69.99,9.4,142.3,1006.9,15,20,0.5
Ampara,2012-05-06,32.8,24.8,29.4,40.3,24.8,34,23.8,72.87,11.7,131.4,1007.3,30.8,18.9,0.5
Ampara,2012-05-07,33.3,25,29.6,40.2,25,34.7,24.4,74.67,11.5,143.3,1006.6,43.5,18.2,0.52
Ampara,2012-05-08,32.1,24.5,29,39.7,24.5,33.9,24.3,76.2,14.5,161.3,1007,33.3,18.7,0.54
Ampara,2012-05-09,32.7,25.6,28.8,39.3,25.6,33.2,24.3,77.47,11.6,193.6,1008.3,46.8,18.5,0.58
Ampara,2012-05-10,32.1,24.7,28.9,38.5,24.7,33.6,24.5,77.64,11.2,161.1,1009.1,49.2,18.5,0.63
Ampara,2012-05-11,31.7,26.2,29.2,38.6,26.2,34.5,25.2,79.55,11.5,171.3,1007.9,40.4,19.5,0.68
Ampara,2012-05-12,32,26.9,29.8,39.4,30,35.9,25.1,76.36,10.7,193.3,1006.9,25.6,19.5,0.73
Ampara,2012-05-13,32.4,27.2,29.6,37.5,30.4,34.6,24.1,73.46,8.6,201,1006.8,34.6,19.5,0.79
Ampara,2012-05-14,32.4,25,29.4,39.1,25,34.8,24.8,77.21,18.7,161,1007.1,42.9,18.8,0.83
Ampara,2012-05-15,33.9,25.9,30.1,39.5,25.9,35.3,24.4,72.74,11.1,253,1007.9,28.5,19.5,0.88
Ampara,2012-05-16,32.1,23.2,29.2,39.1,23.2,34.1,24.1,74.97,13.2,158.5,1006.7,13.9,19.1,0.92
Ampara,2012-05-17,32.2,24.3,29.3,39,24.3,34.3,24.3,74.88,12.3,196.4,1005.7,23.7,19.1,0.95
Ampara,2012-05-18,32.4,26.3,29.7,40.1,26.3,35.8,25.2,77.23,23.9,117,1005.8,35.7,19.3,0.98
