name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility
Kurunegala,1/1/2009,31.1,17.9,25.5,31.1,17.9,25.8,17.4,62.95,20.5,52.4,1010.8,14.6,11.5
Kurunegala,1/2/2009,30.1,19.3,23.9,30.1,19.3,24.2,18.6,73.99,14.8,63.9,1011.8,10,11.6
Kurunegala,1/3/2009,31.1,14.9,25.7,31.4,14.9,26,17.4,62.65,18.4,106,1011.5,6.5,11.4
Kurunegala,1/4/2009,32.1,20.8,26.5,32.5,20.8,27.2,19.3,66.85,25.9,75.7,1010.7,15.2,11.3
Kurunegala,1/5/2009,31.1,20.2,27.3,33.8,20.2,28.6,20.2,66.39,24.1,173.6,1009.3,22.9,12.2
Kurunegala,1/6/2009,30.1,20.8,25.7,33.4,20.8,27,21,76.34,25.9,113.6,1010.3,49,11.4
Kurunegala,1/7/2009,30.1,21.2,26.2,33.4,21.2,27.7,21.7,76.92,16.6,140.6,1010.6,50.8,12.1
Kurunegala,1/8/2009,31.1,21.5,26.8,33.8,21.5,28.1,21.2,73.08,24.1,43.2,1012,61.1,11.9
Kurunegala,1/9/2009,28.1,20.4,25,31.4,20.4,25.3,22,84.21,22.3,41.7,1012.6,83.3,11.1
Kurunegala,1/10/2009,30.1,19.9,25.8,33.4,19.9,26.9,21.3,76.77,29.5,42.5,1011.9,63.1,12.3
Kurunegala,1/11/2009,33.1,20.6,26.8,33.5,20.6,27.1,19,65.84,20.5,43.8,1012.7,16.1,11.6
Kurunegala,1/12/2009,33.1,21.1,26.3,33.1,21.1,26.8,19.3,68.1,29.5,41.1,1013.8,10.3,11.7
Kurunegala,1/13/2009,32.1,20.9,26.5,34.3,20.9,27.3,20.2,70.17,35.3,51.5,1013.3,26,11.9
Kurunegala,1/14/2009,30.1,17.7,25.6,32.6,17.7,26.4,20.7,75.54,35.3,40,1013.3,35,12.1
Kurunegala,1/15/2009,33.1,20,27,33.5,20,27.5,18.7,64.31,27.7,51.7,1013.1,7.9,10.8
Kurunegala,1/16/2009,32.1,17.8,26.3,33,17.8,26.6,18.1,63.38,25.9,35.7,1014.6,10.1,11
Kurunegala,1/17/2009,32.1,18.3,25,32.5,18.3,25.4,18.9,70.86,25.9,38.3,1013,4.9,11.7
Kurunegala,1/18/2009,32.1,20.5,26.6,33,20.5,27.3,19.3,66.5,24.1,36.1,1011.2,15.5,11.4
Kurunegala,1/19/2009,33.1,21.1,26.6,33.1,21.1,26.8,18.7,65.51,24.1,35.8,1010.4,9.5,11.6
Kurunegala,1/20/2009,32.1,18.9,27,33.6,18.9,27.7,18.8,62.13,29.5,31.3,1011,24.8,11.8
Kurunegala,1/21/2009,32.1,19.8,26.4,33.6,19.8,26.9,19.4,67.93,25.9,54.6,1011.7,11.3,11.4
Kurunegala,1/22/2009,33.1,20,28.5,33.1,20,28.8,17.2,52.98,27.7,34.7,1010.5,26,11.6
Kurunegala,1/23/2009,32.1,17.6,27,32,17.6,27.5,18.2,61.21,20.5,29.4,1009.4,14.8,12.3
Kurunegala,1/24/2009,31.1,16.6,25.4,31.9,16.6,25.8,18.3,67.46,18.4,113.2,1009.5,24.4,12.4
Kurunegala,1/25/2009,30.1,21.4,25.1,32,21.4,25.8,20.3,75.54,22.3,35.7,1010.2,60.5,11.2
Kurunegala,1/26/2009,29.3,21.3,25.6,34.2,21.3,26.9,23,86.24,16.6,152.1,1009.9,81.8,10.9
Kurunegala,1/27/2009,30.3,21.8,27.4,34.2,21.8,30.2,22.7,76.06,14.8,214.9,1010.3,68.2,12.1
Kurunegala,1/28/2009,30.8,22.3,26,34.6,22.3,27.5,22.4,81.75,14.8,171.5,1010.1,46,11.6
Kurunegala,1/29/2009,31.1,19.4,26.5,34.3,19.4,27.7,21.4,75.29,14.8,79.1,1010.4,40.6,11.9
Kurunegala,1/30/2009,31,18.2,25.5,31.4,18.2,26.3,19.4,70.86,14.8,118.1,1010.4,25,11.5
Kurunegala,1/31/2009,33.1,20.1,26.2,32.7,20.1,26.3,17.3,62.23,22.3,36.4,1008,5.9,10.5
Kurunegala,2/1/2009,31.1,23.1,27.9,33.8,23.1,29.4,20.5,64.66,14.8,218.8,1009.8,21.9,10.9
Kurunegala,2/2/2009,31.1,19.7,25.8,32.6,19.7,26.6,19.9,71.74,18.4,178.7,1011.2,5.1,10.7
Kurunegala,2/3/2009,30.6,19.3,24.6,32.6,19.3,24.9,18.9,72.4,16.6,66.1,1012,5.4,11.7
Kurunegala,2/4/2009,33.1,18.3,26.2,33.8,18.3,26.7,18.4,65.52,16.6,125.4,1011.7,5,10.8
Kurunegala,2/5/2009,32.1,17.9,25.9,32.5,17.9,26.1,17.4,62.95,14.8,109,1012.9,13.2,10.9
Kurunegala,2/6/2009,33.1,15,26.6,33.8,15,27.3,17.6,59.81,54.4,115.9,1011.4,7.3,12.2
Kurunegala,2/7/2009,33.1,15.9,25.9,32.7,15.9,26.1,17.1,61.17,22.3,75.4,1011.4,23.2,12.1
Kurunegala,2/8/2009,32.1,18.2,25.1,31.3,18.2,25.3,17.1,63.39,20.5,51.8,1012.3,14.5,11.9
Kurunegala,2/9/2009,33.1,18.6,25.9,32,18.6,25.9,16.6,59.88,25.9,59.6,1012,5.1,10.6
Kurunegala,2/10/2009,31.1,19.7,25.7,33.1,19.7,26.5,18.7,66.46,20.5,138.4,1011.5,29.2,11.6
Kurunegala,2/11/2009,32,21.1,26.8,33.6,21.1,27.2,17.8,60.02,18.4,170,1010.7,13.8,12.1
Kurunegala,2/12/2009,32.6,17.3,25.6,32.1,17.3,26,18.2,66.06,16.6,199.1,1010.9,23.9,11.3
Kurunegala,2/13/2009,31,12.8,25,30.7,12.8,25.1,16.9,63.8,16.6,180.9,1010.6,26.4,12.4
Kurunegala,2/14/2009,31.6,12.8,25.2,32,12.8,25.7,18.7,69.61,18.4,212.4,1009.8,20.7,11.1
Kurunegala,2/15/2009,31.3,20.1,25.2,32.6,20.1,25.9,20,74.6,16.6,185.3,1008.8,11.9,10.6
Kurunegala,2/16/2009,31.8,22.1,26.5,32.6,22.1,27.7,20.6,71.41,16.6,182.2,1008,11.3,10.1
Kurunegala,2/17/2009,34.1,22.8,27.5,33.8,22.8,28.1,18.3,59.41,22.3,70,1008.3,14.2,10.6
Kurunegala,2/18/2009,34.1,19.7,28.2,33.7,19.7,28.8,17.9,56.69,25.9,105.4,1010,6.4,10.8
Kurunegala,2/19/2009,32.1,21.6,26.7,32.6,21.6,27.6,19.6,66.48,27.7,105,1008.9,23.3,10.5
Kurunegala,2/20/2009,33.1,22.7,26.2,36.7,22.7,27.4,21.1,75.15,18.4,64.4,1009,14.1,11.6
Kurunegala,2/21/2009,34.1,21.3,28.1,39.3,21.3,30.4,22,71.73,18.4,110.2,1008.5,32.7,11.7
Kurunegala,2/22/2009,32.1,21.8,27.1,35.9,21.8,28.8,22.6,77.26,18.4,136,1007.9,60.8,11
Kurunegala,2/23/2009,31.1,22.8,26.6,36.7,22.8,28.6,23.5,83.49,14.8,166.5,1007.5,46,11.2
Kurunegala,2/24/2009,30.1,24.1,27,35.2,24.1,29.4,23.6,82.11,16.6,178,1007.1,37.4,11
Kurunegala,2/25/2009,32.6,24.1,27.1,39.2,24.1,29,23.5,81.66,9.4,178.9,1007.9,25.8,11.3
Kurunegala,2/26/2009,31.1,22.8,28,37.9,22.8,30.9,23.5,77.41,14.8,193,1008.9,38.8,11
Kurunegala,2/27/2009,31.1,20.5,27.8,36.7,20.5,30.7,23.4,77.41,14.8,221.5,1009.8,35,10.8
Kurunegala,2/28/2009,34,25.1,28.7,35.7,25.1,31.6,23,72.48,16.6,231.7,1006.1,32.2,11.2
Kurunegala,3/1/2009,33.8,24.1,27.9,36.7,24.1,30,22.7,75.09,18.4,180.5,1008.6,21.4,10.2
Kurunegala,3/2/2009,29.1,25.1,26.4,31.4,25.1,27.2,22.4,79.58,5.4,128,,10,10
Kurunegala,3/3/2009,31.1,22.3,27.9,36.7,22.3,30.7,23,75.48,16.6,221.7,1009.1,28.2,10.2
Kurunegala,3/4/2009,31.3,24.1,27.7,35.6,24.1,30.2,22.7,74.91,16.6,200,1007,20.5,10.3
Kurunegala,3/5/2009,32.1,23.8,28.3,36.9,23.8,31,22.7,72.94,14.8,235.3,1009.5,26.2,10.5
Kurunegala,3/6/2009,32.8,22.8,28,36.9,22.8,30.6,23.2,76.46,16.6,189.1,1010.5,30.5,10.9
Kurunegala,3/7/2009,30.1,19.2,25.8,32.9,19.2,27.2,21.9,79.56,9.4,195.6,1010.1,23.4,11.7
Kurunegala,3/8/2009,32.1,24.1,27.1,35.9,24.1,28.7,22.8,78.24,13,162.3,1007.7,74.2,9.5
Kurunegala,3/9/2009,31.1,20.9,26.4,34.7,20.9,28.1,22.8,81.8,18.4,99.4,1009,68.5,10.7
Kurunegala,3/10/2009,30.3,20.7,26.7,34.6,20.7,28.7,23,80.41,13,209.2,1010.1,66.8,12.6
Kurunegala,3/11/2009,31.3,20.9,26.1,35.6,20.9,27.7,22.2,80.57,31.3,125.8,1010.7,36.6,11.2
Kurunegala,3/12/2009,31.8,21.4,25.2,35.6,21.4,26,21.8,82.78,25.9,147.5,1009.8,60.1,12
Kurunegala,3/13/2009,31.1,20.9,26.1,35.6,20.9,27.6,22.1,79.92,16.6,148.1,1011.2,59.1,11.3
Kurunegala,3/14/2009,31.1,19.9,24.1,35,19.9,24.8,21.9,88.48,25.9,104.1,1011.1,45.1,11
Kurunegala,3/15/2009,31.1,21.2,26.8,35.6,21.2,28.6,21.9,75.94,14.8,143,1009.6,49.6,11.8
Kurunegala,3/16/2009,32.1,22.6,27.4,37.9,22.6,29.5,21.9,73.12,14.8,165.5,1008.9,24.4,11.6
Kurunegala,3/17/2009,31.1,21.6,28.1,36.7,21.6,30.8,22.6,73.37,14.8,212.5,1009,37.4,12.1
Kurunegala,3/18/2009,31.1,21.8,27.1,35.6,21.8,29.5,22.7,78.09,14.8,157,1009.6,21.7,11.2
Kurunegala,3/19/2009,31.6,22.8,27.1,39.3,22.8,29.2,23.5,81.65,13,110.3,1009,20.2,12
Kurunegala,3/20/2009,31.8,20.9,28.2,37.2,20.9,31.4,23.2,74.84,16.6,187.1,1009.8,48.4,12.1
Kurunegala,3/21/2009,33,20.1,27.7,37.2,20.1,30.4,22.4,73.77,14.8,185.4,1009.2,34.5,11.6
Kurunegala,3/22/2009,32.3,23.2,29.4,39.1,23.2,33.6,23.4,70.53,16.6,235.4,1008.2,37.1,12.9
Kurunegala,3/23/2009,32.1,22.5,28.7,38,22.5,32.2,23.3,73.64,16.6,164,1009.4,42.9,12.1
Kurunegala,3/24/2009,31.3,20.1,26.2,38.6,20.1,27.7,22.9,82.88,13,135.8,1010.9,57.8,11
Kurunegala,3/25/2009,32.1,21.6,27.3,36,21.6,29.5,22.1,74.47,16.6,190.9,1009.8,27.5,12
Kurunegala,3/26/2009,32.1,21,27.5,36.9,21,29.8,22.9,77.54,16.6,185.6,1009.5,28.5,11.9
Kurunegala,3/27/2009,32.1,21.1,27.9,36.9,21.1,30.6,22.5,73.49,18.4,171.8,1009.9,42.3,12.6
Kurunegala,3/28/2009,32.1,20.4,27.5,38.2,20.4,29.9,22.2,73.84,16.6,154.6,1009.5,31.9,11.3
Kurunegala,3/29/2009,30.8,21.9,25.8,36.1,21.9,27,23,84.93,14.8,143.9,1009.9,53.6,11.3
Kurunegala,3/30/2009,31.3,21.6,26.7,36.7,21.6,28.3,22.7,80.27,22.3,132,1008.8,52.8,12.2
Kurunegala,3/31/2009,32.1,22.2,27.4,38.1,22.2,29.7,22.5,76.21,14.8,159.9,1007.1,38.7,12.7
Kurunegala,4/1/2009,32.1,22.6,27.8,39.3,22.6,30.9,23.6,78.92,16.6,142.3,1007,48.2,12.1
Kurunegala,4/2/2009,32.1,21.5,26.6,38,21.5,28.3,22.9,81.07,14.8,126.1,1008,34.5,12.1
Kurunegala,4/3/2009,32.1,19.1,25.6,35.9,19.1,26.4,22.2,83,14.8,146.3,1009,44.1,12.8
Kurunegala,4/4/2009,33.1,21.8,26.1,38,21.8,27.4,23.1,84.96,20.5,90.8,1009,48.3,11.5
Kurunegala,4/5/2009,31.3,20.9,26.8,38,20.9,28.9,23.2,82.08,16.6,175.4,1009.5,61,12.5
Kurunegala,4/6/2009,31.1,21.9,27.6,37,21.9,30.1,23.1,78.02,14.8,175.7,1007.9,44.6,11.7
Kurunegala,4/7/2009,32.3,24,28.2,37.6,24,30.5,23.2,75.44,16.6,151,1006.6,48.9,12.1
Kurunegala,4/8/2009,31.3,21.6,25.6,37.7,21.6,26.9,23.5,88.61,14.8,155.9,1007.1,67.2,12.8
Kurunegala,4/9/2009,32.1,21.9,26.4,36.9,21.9,28.1,23,83.06,27.7,117.4,1006.2,60.4,11.3
Kurunegala,4/10/2009,30.1,22,25.9,35.2,22,27.5,23.4,87.12,14.8,148,1006.7,90.7,11.5
Kurunegala,4/11/2009,31.1,21.8,26.2,36.7,21.8,27.9,23.5,86.33,14.8,125,1006.2,77.6,11.7
Kurunegala,4/12/2009,31.1,23.5,27.4,36.3,23.5,30.2,24.1,82.98,14.8,226.8,1006,76,12.3
Kurunegala,4/13/2009,31.1,21.8,27.9,37.9,21.8,31.2,24.5,83.15,18.4,218.1,1005.9,62.7,11.3
Kurunegala,4/14/2009,32.1,24.1,28.6,38,24.1,33.1,24.4,78.31,22.3,224.5,1005.7,87,12
Kurunegala,4/15/2009,31.3,23.1,29.3,39.3,23.1,34.8,24.9,77.57,18.4,246.8,1006.7,62.8,12.4
Kurunegala,4/16/2009,31.1,22.5,29.4,39.3,22.5,35.2,25,77.23,18.4,234.1,1005.9,65.3,12.6
Kurunegala,4/17/2009,32.1,20.9,28.7,39.3,20.9,33.6,24.6,79.06,22.3,203.3,1006.2,51.2,12
Kurunegala,4/18/2009,32.1,21.4,29.3,39.3,21.4,34.7,24.6,76.31,16.6,235.8,1008.3,52,13
Kurunegala,4/19/2009,32.1,24.4,29,38,24.4,33.5,24.4,76.97,24.1,201.9,1009.8,47.3,12.3
Kurunegala,4/20/2009,30.6,23,28,35.5,23,31.6,23.8,78.63,16.6,207.4,1009.6,58.1,13.4
Kurunegala,4/21/2009,32.1,22,28.9,36.9,22,32.8,23.7,74.1,22.3,220.5,1008.4,45,12.5
Kurunegala,4/22/2009,32.1,21.5,27.9,36.9,21.5,30.8,23.3,76.99,20.5,187.8,1009.3,58,12.2
Kurunegala,4/23/2009,32.1,23.5,29.4,38,23.5,34.2,24.2,73.7,22.3,222.2,1009.7,50.6,13
Kurunegala,4/24/2009,32.1,21.9,28.6,38.5,21.9,33.2,24.4,78.84,18.4,211.5,1009.2,47.8,12.2
Kurunegala,4/25/2009,31.8,21.2,28.1,37.3,21.2,32.1,24.1,79.46,14.8,199.2,1009.5,44.5,12.2
Kurunegala,4/26/2009,32.1,22.5,29.2,39.3,22.5,34.5,24.7,77.33,18.4,210,1009.4,56.9,12.4
Kurunegala,4/27/2009,32,23,28.5,38.7,23,32.3,24,76.93,16.6,169.9,1009,42,11.5
Kurunegala,4/28/2009,31.1,22.2,28.3,37.9,22.2,31.8,23.7,76.88,16.6,201.8,1009.6,45.4,12.9
Kurunegala,4/29/2009,31.5,23,28,38.3,23,31.2,23.3,76.14,22.3,191.8,1010.3,48.8,12.4
Kurunegala,4/30/2009,31.3,21.9,27.7,37.9,21.9,30.6,23.8,79.86,22.3,197.6,1010.5,53.6,12.1
Kurunegala,5/1/2009,32.1,21.6,28.5,39.3,21.6,32.3,23.9,76.98,18.4,218.4,1010.3,47.3,12.5
Kurunegala,5/2/2009,32.1,20.4,28.3,40.8,20.4,32.6,24.5,80.28,22.3,186.3,1010.8,44.9,12.2
Kurunegala,5/3/2009,32.1,23.4,29.8,40.8,23.4,36,25.2,76.92,22.3,214.8,1009.7,55.2,12.1
Kurunegala,5/4/2009,32.1,26.1,29.9,40.8,26.1,36,25.2,76.07,27.7,221.2,1008.5,52,12
Kurunegala,5/5/2009,32.3,23,29.4,39.2,23,34.4,24.4,75.19,22.3,236,1009.4,50.6,12.9
Kurunegala,5/6/2009,32.1,23,28.9,40.8,23,33.5,24.5,77.63,16.6,227.8,1009,54.7,12.5
Kurunegala,5/7/2009,33,24.7,28.9,41.9,24.7,33.4,24.9,79.75,18.4,194.3,1007.5,50.6,12.7
Kurunegala,5/8/2009,32.1,23.3,28.7,40.8,23.3,33.8,24.7,79.5,16.6,188.7,1007.5,67.9,12.3
Kurunegala,5/9/2009,32.1,21.9,28.1,40.8,21.9,32,24.5,81.12,24.1,182.4,1007.8,55.9,12.5
Kurunegala,5/10/2009,32.3,22.7,30.2,40.8,22.7,36.1,24.8,73.3,20.5,230.6,1006.6,50.7,13.1
Kurunegala,5/11/2009,32.6,24.3,29.2,40.8,24.3,34.1,24.7,77.38,18.4,208.7,1006.3,50.1,12.3
Kurunegala,5/12/2009,33.1,24.5,29.7,40.2,24.5,36,25.2,77.14,16.6,240.1,1006.2,56.3,12.9
Kurunegala,5/13/2009,32.1,23.2,28.4,38.1,23.2,32.2,23.5,75.28,22.3,184.9,1006.5,52.2,12.5
Kurunegala,5/14/2009,32.1,21.7,29.7,39.3,21.7,35.2,24.4,73.73,20.5,234.3,1006,59.1,12.5
Kurunegala,5/15/2009,32.3,21.5,30,39.4,21.5,35.3,24,70.93,20.5,239,1006.6,45.4,12.6
Kurunegala,5/16/2009,32.3,23,30.1,39.3,23,35.7,24.4,72.21,16.6,239.2,1007.6,52.2,11.8
Kurunegala,5/17/2009,31,22.8,28.4,37,22.8,32.9,24.4,79.51,22.3,203.7,1007.8,62.4,12.2
Kurunegala,5/18/2009,32.1,23.7,28.5,38,23.7,31.9,23.8,76.26,18.4,195.1,1007.4,59.8,12.1
Kurunegala,5/19/2009,31.1,21.3,28.2,37.9,21.3,31.7,24.4,80.73,24.1,228.5,1007.5,79.4,12
Kurunegala,5/20/2009,30.1,23.1,28.3,35.2,23.1,31.7,23.7,76.47,25.9,255.7,1007,88.1,11.8
Kurunegala,5/21/2009,31.1,22.9,28.6,36.7,22.9,32.7,23.7,74.81,29.5,235.7,1006.8,64.9,12.3
Kurunegala,5/22/2009,31.1,22.9,27.9,37.9,22.9,31.9,23.9,79.02,25.9,239.4,1006.7,78.1,12.5
Kurunegala,5/23/2009,30.1,23.8,28.4,36.3,23.8,32.7,24,77.1,27.7,243.6,1004.8,81.7,11.6
Kurunegala,5/24/2009,31.1,22,28.3,36.7,22,32.6,24.3,79.43,25.9,244.1,1005,73.3,12.2
Kurunegala,5/25/2009,31.1,24.5,28.9,36.7,24.5,33.2,23.6,73.44,24.1,239.5,1004.9,65.6,12.3
Kurunegala,5/26/2009,30.1,23.4,28,36.3,23.4,31.9,24.3,80.52,25.9,224.3,1004.5,79.6,11.6
Kurunegala,5/27/2009,30.6,23.7,28.2,36.9,23.7,32.4,24.3,79.61,24.1,227.3,1005.6,76.7,13.3
Kurunegala,5/28/2009,30.3,23.7,28.5,36.5,23.7,33,24.2,77.69,22.3,222.6,1006.3,55.3,12.4
Kurunegala,5/29/2009,31.1,22.5,28.5,37.9,22.5,33.2,24.2,77.88,24.1,229.2,1007.2,51.1,12.6
Kurunegala,5/30/2009,30.1,23.2,28.1,36.3,23.2,32.8,24.7,81.64,25.9,224.5,1007.1,64.8,11.4
Kurunegala,5/31/2009,30.1,23.2,27.6,36.3,23.2,31.6,24.9,85.13,31.3,208.6,1007.3,70.4,12.1
Kurunegala,6/1/2009,30.1,23.6,28.3,36.3,23.6,32.7,24.5,80.35,22.3,228.7,1007.8,61.7,12.5
Kurunegala,6/2/2009,30.3,22.9,28.3,36.5,22.9,32.6,24.4,79.61,22.3,219,1009.4,57.9,12.5
Kurunegala,6/3/2009,30.8,23.2,28.1,36.9,23.2,32.4,24.5,81.2,20.5,221.4,1009.7,62,13.4
Kurunegala,6/4/2009,31.1,24.4,28.7,37.9,24.4,33.7,24.9,80,24.1,225.5,1008.6,56.2,12.3
Kurunegala,6/5/2009,30.1,23.1,27.6,36.3,23.1,31.6,24.4,82.77,24.1,227.2,1008.6,74.5,12.3
Kurunegala,6/6/2009,30.3,21.9,28.2,36.3,21.9,32.3,23.7,76.8,25.9,229.5,1008.7,55,12.4
Kurunegala,6/7/2009,30.1,23.8,28.2,36.3,23.8,32.6,24.5,80.36,24.1,223.5,1008.3,79.2,12.4
Kurunegala,6/8/2009,30.3,23.6,27.8,35.9,23.6,31.8,24.2,81.37,22.3,233.4,1008.9,52.9,13.4
Kurunegala,6/9/2009,31.1,23,28.6,36.7,23,32.8,23.9,76.06,33.5,231.3,1009,48.3,12.4
Kurunegala,6/10/2009,31.1,21.7,28.7,37.9,21.7,33.2,24.2,76.97,25.9,226,1008.9,57.3,12.6
Kurunegala,6/11/2009,30.5,22.2,27.6,36.3,22.2,30.7,23.8,80.32,29.5,208.3,1009.5,52.9,12.7
Kurunegala,6/12/2009,29.1,21.3,26.9,33.7,21.3,29.7,23.3,80.85,24.1,218.7,1010.7,61.7,12.3
Kurunegala,6/13/2009,29.1,21.1,26.5,33.7,21.1,28.6,23.5,84.32,14.8,214.6,1011.5,53.4,12.4
Kurunegala,6/14/2009,31.1,22.5,28,37.9,22.5,31.6,24.1,79.75,24.1,205,1010.3,44,12.6
Kurunegala,6/15/2009,30.6,22.1,27.1,36.3,22.1,29.7,23.7,82.23,22.3,208.9,1009.8,55.3,12.8
Kurunegala,6/16/2009,30.1,23.3,28.5,35.5,23.3,32.7,23.9,76.56,22.3,233.7,1009.8,46.5,11.6
Kurunegala,6/17/2009,30.1,22.8,27.8,36.3,22.8,31.3,24.1,80.73,27.7,225.5,1008.8,64,10.9
Kurunegala,6/18/2009,30.1,25.1,27.4,34.3,25.1,30.1,23.4,79.36,35.3,212.8,,63.3,10.9
Kurunegala,6/19/2009,29.1,22.3,26.3,33.7,22.3,27.9,23.7,85.8,24.1,191.2,1008.8,72.9,11.5
Kurunegala,6/20/2009,29.1,20.5,26,33.7,20.5,27.8,23.3,85.87,27.7,196.1,1009.2,64.8,12
Kurunegala,6/21/2009,30.3,22.4,27.8,36.3,22.4,31,23.9,79.97,18.4,216.1,1009,52.6,12.6
Kurunegala,6/22/2009,31.1,21,27.9,37.9,21,31.7,24.1,79.72,20.5,216.7,1009,59.3,11.4
Kurunegala,6/23/2009,31.1,22.6,28.4,36.7,22.6,32.6,23.9,76.86,18.4,234.8,1008.1,59.9,13
Kurunegala,6/24/2009,30.1,22.7,28.1,36.3,22.7,32.1,24.1,79.29,22.3,234.3,1007.7,63,12.3
Kurunegala,6/25/2009,30.1,22.9,27.8,35.2,22.9,31.5,23.9,79.67,24.1,233.7,1008.1,62.7,12.5
Kurunegala,6/26/2009,29.1,22.5,27,33.7,22.5,29.5,23.3,80.56,22.3,222.9,1008.3,76.1,11.6
Kurunegala,6/27/2009,30.1,21.5,27.6,35.2,21.5,31.1,23.8,79.91,24.1,234.8,1007.7,71.8,12.4
Kurunegala,6/28/2009,30.1,22.2,28.1,36.3,22.2,32,23.8,77.51,22.3,234.5,1006.9,64.6,12.8
Kurunegala,6/29/2009,30.1,22.7,27.7,35.2,22.7,31.2,23.6,78.36,22.3,240.3,1007.4,66.1,10.7
Kurunegala,6/30/2009,28.1,22.2,27.1,32.1,22.2,30.1,23.3,79.93,20.5,236.9,1009.1,68.4,12.6
Kurunegala,7/1/2009,29.1,22.1,27.2,33.7,22.1,29.9,23.2,79.29,20.5,244.2,1010.1,74.7,12
Kurunegala,7/2/2009,30.1,21.5,27.4,35.2,21.5,30.4,23,76.82,22.3,252.2,1009.4,74.9,12.4
Kurunegala,7/3/2009,29.1,22.3,27.3,32.9,22.3,29.9,22.4,74.97,22.3,251.4,1007.9,73.8,13.3
Kurunegala,7/4/2009,30.1,22.7,27.6,36.3,22.7,30.8,23.1,76.39,20.5,238.8,1008,65.2,12.3
Kurunegala,7/5/2009,29.1,23.4,27.1,33.7,23.4,29.9,23,78.42,18.4,235.7,1007.2,55.6,13
Kurunegala,7/6/2009,29.3,22.1,27.1,33.7,22.1,29.5,23,78.57,18.4,218.2,1007.7,84.6,12.3
Kurunegala,7/7/2009,30.3,21.8,27.5,35.9,21.8,30.4,22.9,76.32,18.4,234.3,1008.4,64.8,12.7
Kurunegala,7/8/2009,30.8,23.3,28,35.6,23.3,31,23.2,75.65,18.4,221.5,1008.9,45.9,12.6
Kurunegala,7/9/2009,29.6,23,26.7,34.2,23,28.3,22.5,78.42,20.5,215.6,1009.5,54.7,12.1
Kurunegala,7/10/2009,30.3,21.9,27.2,34.2,21.9,29.8,22.8,77.34,14.8,202.8,1009.5,43.3,12.7
Kurunegala,7/11/2009,30.8,21.9,27.5,35.4,21.9,30.3,23.6,79.96,22.3,200.8,1010.1,46.7,12.3
Kurunegala,7/12/2009,30.6,22.2,27.8,35.2,22.2,31.2,23.4,77.37,22.3,229.5,1008.9,58.9,12.9
Kurunegala,7/13/2009,30.1,23.8,28.2,35.2,23.8,32,23.6,76.45,24.1,237.3,1008.6,56.9,12.3
Kurunegala,7/14/2009,29.1,23.7,27.8,34.7,23.7,31.5,23.9,79.62,18.4,236.1,1008.2,68.3,12.2
Kurunegala,7/15/2009,30.1,24.2,28.1,36.3,24.2,32.2,24.1,79.11,29.5,214.2,1008.1,51.5,13.1
Kurunegala,7/16/2009,29.1,23.8,26.8,33.7,23.8,28.9,23.4,82.21,18.4,201.6,1009.2,69.4,12
Kurunegala,7/17/2009,29.3,19.9,24.9,33.3,19.9,25.1,22.8,88.79,25.9,186.9,1009.1,76.6,11.1
Kurunegala,7/18/2009,30.1,20.5,26.6,34.7,20.5,29,23,81.29,20.5,211.3,1009.8,65.1,11.6
Kurunegala,7/19/2009,29.1,24.7,27.7,33.7,24.7,31,23.4,77.94,22.3,237.7,1010,48.1,12.5
Kurunegala,7/20/2009,29.1,23.4,27.7,33.8,23.4,31.2,23.8,79.58,20.5,240.8,1009.4,50.7,12.8
Kurunegala,7/21/2009,30.1,23.1,27.9,35.2,23.1,31.5,23.7,78.28,20.5,246.2,1009.4,50.6,12.7
Kurunegala,7/22/2009,30.1,20.1,27.6,35.2,20.1,31,23.5,78.54,22.3,239.7,1009.3,45.9,12.9
Kurunegala,7/23/2009,30.1,22,27.9,34.5,22,31.6,23.7,77.97,18.4,225.7,1009.7,59,12.6
Kurunegala,7/24/2009,30.6,22.5,27.9,36,22.5,31.5,23.4,77.03,18.4,225.9,1009.6,53.3,12.4
Kurunegala,7/25/2009,30.8,19.8,27.8,35.2,19.8,31.3,23.3,76.93,20.5,230.6,1009,59.2,13.1
Kurunegala,7/26/2009,30.1,22.9,28,35.2,22.9,31.7,23.6,77.08,22.3,236.3,1006.8,67.1,12.4
Kurunegala,7/27/2009,30.1,22.8,27.9,35.2,22.8,31.5,23.6,78.04,20.5,229.6,1009.3,62.1,12.8
Kurunegala,7/28/2009,30.1,22,27.9,35.2,22,31.5,23.6,77.56,18.4,231.1,1009.9,45.9,12.5
Kurunegala,7/29/2009,30.1,25.1,27.6,35.2,25.1,30.5,23.8,80.01,18.4,201.4,1009.8,40.9,12.1
Kurunegala,7/30/2009,31.1,21.9,28.2,36.7,21.9,32,24,78.09,22.3,205.8,1011,49.5,12.4
Kurunegala,7/31/2009,31.1,23.1,27.8,36.7,23.1,31,23.8,79.23,22.3,217.5,1011.3,51.9,11.3
Kurunegala,8/1/2009,29.3,22.4,27.4,34.2,22.4,30.4,23,77.37,16.6,238.6,1010.1,59.7,12.8
Kurunegala,8/2/2009,30.1,21.2,28,34.4,21.2,31.5,23.3,75.7,20.5,239.3,1009.3,52.5,12.4
Kurunegala,8/3/2009,30.1,25.3,28.2,34.3,25.3,31.5,23.2,74.56,20.5,232.6,1008.5,58.4,12.4
